lfc_F,lfc_M,symbol
-3.3800778907271325,-0.9821842888731259,TPO
3.9697852892022523,-0.1952757677141364,ADGRD1
3.5733580932824136,0.05650468386034282,AC092066.1
-2.935720636453779,-0.46960688241866944,TRAV1-1
3.097569961529055,-0.10777391844009442,CFP
2.8896700759350678,0.26548206237963223,SOGA1
4.063470783762428,-0.21147030067270814,TMEM150B
2.8323038499307347,-0.22679288654808835,IER3
3.9648521521166233,0.14170179446940198,GOLM1
2.990909489160012,0.27602156219350016,TMEM170B
3.4943505668585932,0.0022563315600826876,MARC1
4.109647744929992,0.025020052005504487,TMEM144
3.7024908447516673,0.3701872109625506,HAL
3.698953114037397,0.09520635141160344,MERTK
3.042590039917372,0.062247265735790404,ZNF185
3.624101214958847,-0.44042130948613434,TCN2
2.7892474805713454,-0.5945924872680024,RAB34
3.018868807543069,-0.1689370844926453,H1F0
4.036910505644389,-1.219293644461887,LDLRAD3
-1.5012773318703767,-0.6056283473584941,MT-RNR2
-6.779552367760534,-9.147155470485231,ZFP57
3.529688527370649,-0.38078484222528713,MMP14
2.955275585811562,-0.3517530689715686,CPPED1
3.0751331107322994,0.24499939119841957,GBGT1
1.7202274941042455,0.5525150690178029,F5
4.5048994088387415,-1.9872380628429542,OR52K3P
4.364100503948682,-0.6919324764536453,CCL3
2.77218910975674,-0.222090527256311,SMARCD3
2.8118399670873284,0.22155145603758436,VNN2
3.937225261516264,-0.33472185693521067,RP11-262H14.1
5.213205236262533,-1.4083541608116532,ZNF804A
2.6495884790322366,-1.1002906899030371,ENTPD1
4.556967184560585,0.49952094590037205,MITF
3.2359112702124975,-0.32456352982934067,SCARF1
2.880464984678993,-0.4826593968472636,RXRA
2.87385878263226,-0.7236566610838889,PLOD1
4.731203109167075,0.22454804076382298,CCDC170
2.7624086561924766,0.027507076452481505,APLP2
5.364075199143573,0.8508220961482428,LOXHD1
2.7729979136481377,0.10943164534020405,CLEC11A
1.8468668566806474,0.061840815809424465,GLUL
3.0739653960828734,0.08703258129870191,OAF
3.537075448133156,0.7105073232203515,PLB1
3.6320114740104827,0.8229758074613921,TNFRSF8
2.7855731894102798,0.3464391019233571,BMF
2.8984002938751923,0.2635195281085615,ZNF467
2.9680832576981473,0.48325402725148936,IMPA2
4.66972601842762,1.076057072201217,CLEC5A
2.9277543828719024,-0.3062077934824878,BLVRB
3.886156849101991,-0.3660357196853741,ST3GAL6
3.019816482023937,-0.14156311347402392,SRC
2.959529576066593,0.10909442303755351,S1PR3
2.115380557888064,-1.430320741955325,ZSCAN9
2.6282244019066328,0.2937073639433818,VAV2
2.968125156947734,-0.8436894422598858,HDAC9
2.6455696248896783,-0.50498136774963,HLA-DPB1
3.1934814738574175,-0.20135711285374164,GAS2L1
2.567751821835568,0.26726276378442887,PAK1
2.0185641699218073,-0.050387098335229336,PTGIR
2.9680818381888443,0.09664523259905007,ADAM9
13.936045300287965,1.3241675927007848,RF00004
2.6978610372265925,-0.4787915131395024,GAB2
3.0265997431382603,-0.029130732063994948,MARVELD1
2.659596278955951,-0.03871787635708052,SCPEP1
3.3227457041475796,0.00502147333182657,KCNE1
2.6398206312884285,0.26666698805358735,EVI5
2.1487393973151807,-0.32203155505116493,KIAA0513
2.922229978095044,0.23162701669800567,GCA
2.922317391192953,-0.10034724872023515,STEAP4
-2.7512439199385894,-0.5931521944423581,LLNLF-96A1.1
4.153211755240519,0.09816837593917559,HAAO
2.2545700447076045,0.6065497849099559,ADGRE1
4.580277542011464,0.12206126561064211,CTD-2006K23.1
3.6645974158633408,-0.7432703542539466,NHS
3.0524748087343907,0.0027046917488321473,FGD6
2.445159894709758,0.2524457791650908,MAML3
3.025605210467376,-0.6572357524209957,SIGLEC10
3.673408019203506,0.8029383990153393,C19orf59
2.9967916419685694,0.0460166166326055,CAMK1
2.6211788755508256,-0.1505808021241702,YBX3
4.765041842053047,0.8413241697755675,ZNF503
2.543736113193942,-1.1513134689383135,CLTCL1
2.4336435392631506,-0.12044751835035714,C9orf139
-1.9979367328870004,0.45336066872166114,AE000662.92
-1.3428533029066,0.11485669088950459,ANK3
-3.8226358269185385,-2.983103331658877,TRGV2
4.469327265995325,-0.21835369343162409,SERINC2
2.797479588972328,0.32159522337095736,FLVCR2
2.6733657503167785,0.4782741915877325,NPL
2.730539751779866,-0.005588159024051687,RNF130
4.813953618728142,0.6661371278018179,SERPING1
4.016034103089275,0.616614195620425,IL18
3.9528195426908206,1.4243746309507104,DLEU7
3.264962180703245,-0.8723074790872986,SLC22A15
1.9599004298928986,0.69564107449103,HOTAIRM1
2.90492749189514,0.11868267984345583,CXCL16
-2.400299324484375,0.550103388018802,GINS2
3.4853656605960897,-0.029260622670014884,ABCC6
2.476743381315979,0.15101184022050776,MGST2
2.9289519545324856,-0.4990365253872099,HOMER3
2.773078277000845,-0.4929874534254914,METRNL
2.626139262423875,-2.22102171094727,PLEK
2.6827242817026162,0.37884867253660404,VDR
2.5867574205389428,0.09925617057504976,RNF135
